,seller_zip_code_prefix_3_digits,customer_zip_code_prefix_3_digits,frequency,freight_value,delay,phy_dist,efficiency
0,010,011,1,7.78,10.051736111111111,1.2612068357041464,7.9699346899742345
1,010,012,2,7.39,3.4651099537037036,3.68416733009659,1.233190655469247
2,010,013,1,7.78,4.725532407407408,3.230349262077262,1.4628549497365106
3,010,014,2,7.78,5.967112268518518,3.8196616998343904,1.5496520253020218
4,010,015,7,7.7225,3.0701244212962964,2.5267439365918234,1.2441155275097842
5,010,020,12,7.716666666666666,6.931516203703704,5.080980889916189,1.3630767089826943
6,010,021,1,32.93,1.9092708333333333,5.976894281471376,0.3194419615639101
7,010,022,1,13.11,1.3979513888888888,8.35875542341678,0.167243963733234
8,010,023,2,8.504999999999999,8.244756944444445,8.2797793039999,1.052561950686809
9,010,024,1,7.78,4.87875,7.3885541923492095,0.6603118652160538
10,010,025,1,7.78,3.953402777777778,6.702976614226722,0.5897980860304487
11,010,027,1,7.78,1.0322569444444445,7.834663822738037,0.13175510370318533
12,010,029,8,7.871666666666667,8.611797839506172,11.504028511520987,0.7921046301115835
13,010,030,1,8.29,1.3495833333333334,4.330801252617282,0.3116243980297467
14,010,031,4,7.52,3.0652507716049384,4.693165768387268,0.728200890329534
15,010,032,2,12.725000000000001,5.047552083333334,10.85572390171993,0.506236517820311
16,010,033,2,8.72,6.290219907407407,7.606581331319441,0.828018024260383
17,010,035,1,16.33,21.762650462962963,11.633019900455027,1.8707653428936122
18,010,039,1,9.37,3.949710648148148,14.430610494637733,0.27370364196413033
19,010,040,7,9.63142857142857,6.648508597883598,6.328401110687216,1.292526355211799
20,010,041,4,9.3475,6.752945601851852,5.736765507382245,1.1488055773599917
21,010,042,2,7.78,2.6107696759259262,8.096742034344926,0.31816108227094736
22,010,043,2,8.415,4.641828703703704,9.286982749705267,0.49608567725594105
23,010,044,1,8.72,5.796701388888889,14.788887227165432,0.3919633235312685
24,010,045,1,7.78,1.6658449074074073,7.72473434962843,0.21565076959410737
25,010,046,1,7.78,3.991909722222222,14.760952541643707,0.27043713547348774
26,010,047,1,7.53,1.631701388888889,12.888896970230228,0.12659744217504926
27,010,048,2,11.92,3.270787037037037,22.217724822341168,0.14809795776827311
28,010,049,1,7.39,1.4840046296296296,19.91572693985883,0.07451420850019692
29,010,050,6,8.07,7.34224074074074,5.550493491395569,1.5758405725223437
30,010,051,1,19.42,2.8314699074074072,12.512632708390694,0.2262889012564627
31,010,053,2,7.39,1.6412962962962965,11.203306715615108,0.14516036253202652
32,010,054,4,8.2825,4.05779224537037,7.065699736033039,0.5775970213869246
33,010,055,6,7.804,4.105361111111112,11.44678896012196,0.3575469559141743
34,010,056,2,8.605,7.242025462962963,11.765990412538326,0.5569736636651219
35,010,057,1,7.39,2.334560185185185,15.764122057157792,0.1480932573803033
36,010,058,5,7.779999999999999,6.346023148148148,18.025995775981386,0.35692616292191587
37,010,080,2,8.635000000000002,8.188726851851852,19.408834654939362,0.47529565015294695
38,010,081,5,7.914,10.866166666666667,24.033720615567308,0.45156762745514634
